"SHORT_NAME","CHEM_ID","SUPER_PATHWAY","SUB_PATHWAY","CHEMICAL_NAME","CHEMSPIDER","HMDB","PUBCHEM","KEGG_metaboAnalyst","acrophase","amplitude","p_statistic","amp_ratio","sin_coff","cos_coeff","BHQ","Bonf","HMDB_metabolon","Match_MetaboAnalyst","HMDB_MetaboAnalyst","PubChem","ChEBI","KEGGNA","METLIN","SMILES","Comment"
"nervonoylcarnitine (C24:1)*","100015846","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)","nervonoylcarnitine (C24:1)*",NA,NA,NA,NA,1.19749577498706,0.166376388830455,0.00798839870733286,0.1789216901234,0.154917837145988,0.0606759136253564,0.0742730879812734,1,NA,NA,NA,NA,NA,NA,NA,NA,0
"nicotinamide riboside","100001310","Cofactors and Vitamins","Nicotinate and Nicotinamide Metabolism","nicotinamide riboside",NA,"HMDB0000855",439924,"C03150",4.60986677578652,0.162583011788784,0.00692007680771214,0.156276659796796,-0.161729320971725,-0.0166391844853187,0.0692894870105536,1,"HMDB0000855","Nicotinamide riboside","HMDB0000855","439924","15927","C03150","5818","NC(=O)C1=C[N+](=CC=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O",1
"o-Tyrosine","100004290","Amino Acid","Tyrosine Metabolism","o-Tyrosine",82607,"HMDB0006050",91482,NA,1.30044211101133,0.100989456962285,0.00713089612933793,0.103550686374167,0.0973211518214025,0.026971537325348,0.0704965807216826,1,"HMDB0006050","o-Tyrosine","HMDB0006050","91482","91038",NA,NA,"NC(CC1=CC=CC=C1O)C(O)=O",1
"oleoylcarnitine (C18:1)","100001501","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)","oleoylcarnitine (C18:1)",21403150,"HMDB0005065",6441392,NA,1.58714036287764,0.227625286466338,0.00726515556637809,0.236078163463091,0.227594884654494,-0.00372015026443863,0.0709260812167661,1,"HMDB0005065","Oleoylcarnitine","HMDB0005065","46907933","84651",NA,NA,"CCCCCCCC\C=C/CCCCCCCC(=O)O[C@H](CC(O)=O)C[N+](C)(C)C",1
"palmitoleoylcarnitine (C16:1)*","100009406","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)","palmitoleoylcarnitine (C16:1)*",28639183,NA,71464547,NA,1.69806507024685,0.296773204818378,0.00205594488414159,0.297261935607289,0.294372979993083,-0.0376680733269241,0.0334519365523871,1,NA,"O-Palmitoleoylcarnitine","HMDB0240782","71464547","73066","NA","NA","[H]\C(CCCCCC)=C(/[H])CCCCCCCC(=O)OC(CC([O-])=O)C[N+](C)(C)C",1
"palmitoylcarnitine (C16)","100000776","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)","palmitoylcarnitine (C16)",448,"HMDB0000222",461,"C02990",1.46447191521206,0.184709223030054,0.0096389678121454,0.191290846640775,0.18366614839193,0.0196021174172565,0.0865278199770461,1,"HMDB0000222","Palmitoylcarnitine","HMDB0000222","11953816","17490","C02990","5231","CCCCCCCCCCCCCCCC(=O)O[C@H](CC(O)=O)C[N+](C)(C)C",1
"phenylacetylglutamine","100001417","Peptide","Acetylated Peptides","phenylacetylglutamine",270643,"HMDB0006344",92258,"C04148",1.49413231379686,0.54583883455189,0.00034520920285634,0.595138779888445,0.544235571392259,0.0418052166159635,0.0106995416143645,0.269608387430802,"HMDB0006344","Phenylacetylglutamine","HMDB0006344","92258","17884","C04148",NA,"NC(=O)CC[C@H](NC(=O)CC1=CC=CC=C1)C(O)=O",1
"phenylalanine","460","Amino Acid","Phenylalanine Metabolism","phenylalanine",5910,"HMDB0000159",6140,"C00079",1.29119486279569,0.150058917223937,4.19261290753382e-05,0.160568890011887,0.144231454152008,0.0414121512556111,0.00297675516434901,0.0327443068078391,"HMDB0000159","Phenylalanine","HMDB0000159","6140","17295","C00079","28","N[C@@H](CC1=CC=CC=C1)C(O)=O",1
"pseudouridine","821","Nucleotide","Pyrimidine Metabolism, Uracil containing","pseudouridine",21403010,"HMDB0000767",15047,"C02067",1.47938859680976,0.202083658777133,0.00477179301376278,0.208306557711162,0.201240004259956,0.0184462958396965,0.0573349283653651,1,"HMDB0000767","Pseudouridine","HMDB0000767","15047","17802","C02067","5734","OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)C1=CNC(=O)NC1=O",1
"pyruvate","823","Carbohydrate","Glycolysis, Gluconeogenesis, and Pyruvate Metabolism","pyruvate",96901,"HMDB0000243",1060,"C00022",4.5947004596661,0.244295552705848,0.00336021930119681,0.203933791441674,-0.24260568601369,-0.028684458957464,0.0448852222852687,1,"HMDB0000243","Pyruvic acid","HMDB0000243","1060","32816","C00022","117","CC(=O)C(O)=O",1
"quinate","100000442","Xenobiotics","Food Component/Plant","quinate",10246715,"HMDB0003072",6508,"C00296",4.07645689884528,0.478006509019414,0.00798504812341914,0.353006829803818,-0.38456505908628,-0.283901282129711,0.0742730879812734,1,"HMDB0003072","Quinic acid","HMDB0003072","6508","17521","C00296","3329","O[C@@H]1C[C@@](O)(C[C@@H](O)[C@H]1O)C(O)=O",1
"S-adenosylhomocysteine (SAH)","197","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism","S-adenosylhomocysteine (SAH)",16788012,"HMDB00939",439155,"C00021",1.34680122713405,0.165742970546228,0.00047682352692391,0.183439332595874,0.161602348911491,0.036815935568399,0.0124685552265874,0.372399174527575,"HMDB00939","S-Adenosylhomocysteine","HMDB0000939","439155","16680","C00021","296","N[C@@H](CCSC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2N)C(O)=O",1
"stearoylcarnitine (C18)","100001391","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)","stearoylcarnitine (C18)",21233653,"HMDB0000848",3006797,NA,1.36601695631192,0.145181363409084,0.0119889397492753,0.152237952519671,0.142147925653159,0.0295227965109092,0.0975350202519168,1,"HMDB0000848","Stearoylcarnitine","HMDB0000848","52922056","84644",NA,"5811","CCCCCCCCCCCCCCCCCC(=O)O[C@H](CC(O)=O)C[N+](C)(C)C",1
"sulfate*","100002528","Xenobiotics","Chemical","sulfate*",1086,"HMDB01448",5152822,"C00059",1.59249303864127,0.154997735637123,0.00253769182246153,0.156592231136207,0.154961254685104,-0.00336267736391759,0.0381141791027395,1,"HMDB01448","Sulfate","HMDB0001448","1117","26836","C00059","3233","OS(O)(=O)=O",1
"trigonelline (N'-methylnicotinate)","100001092","Cofactors and Vitamins","Nicotinate and Nicotinamide Metabolism","trigonelline (N'-methylnicotinate)",5369,"HMDB0000875",5570,"C01004",4.38221201878212,0.493629033314168,0.010442714732775,0.336585395018239,-0.466965653942928,-0.160039684354645,0.0898950769185237,1,"HMDB0000875","Trigonelline","HMDB0000875","5570","18123","C01004","273","C[N+]1=CC=CC(=C1)C([O-])=O",1
"tryptophan","565","Amino Acid","Tryptophan Metabolism","tryptophan",6066,"HMDB0000929",6305,"C00078",1.23124188047931,0.145370045830936,0.00059068748728612,0.154799489523321,0.137069875343345,0.0484179666884965,0.0144164664865769,0.46132692757046,"HMDB0000929","L-Tryptophan","HMDB0000929","6305","16828","C00078","5879","N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O",1
"tyrosine","815","Amino Acid","Tyrosine Metabolism","tyrosine",5833,"HMDB0000158",6057,"C00082",1.17058616924548,0.114554369127791,0.000283337204484,0.120752559973886,0.10550218372782,0.0446317455957925,0.00990827789000608,0.221286356702007,"HMDB0000158","L-Tyrosine","HMDB0000158","6057","17895","C00082","34","N[C@@H](CC1=CC=C(O)C=C1)C(O)=O",1
"UDP-glucose","1096","Carbohydrate","Nucleotide Sugar","UDP-glucose",8308,"HMDB0000286",8629,"C00029",1.45483528605239,0.304126440016196,0.00566485394498558,0.344495489543928,0.302083941850416,0.0351878330256262,0.0620586048486893,1,"HMDB0000286","Uridine diphosphate glucose","HMDB0000286","8629","46229","C00029","5278","OC[C@H]1O[C@H](OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=CC(=O)NC2=O)[C@H](O)[C@@H](O)[C@@H]1O",1
"urate","1134","Nucleotide","Purine Metabolism, (Hypo)Xanthine/Inosine containing","urate",NA,"HMDB0000289",1175,"C00366",1.57221078474316,0.320822697141467,1.98951574074672e-06,0.359018162613347,0.320822376207933,-0.00045379006263989,0.00038845294838079,0.00155381179352319,"HMDB0000289","Uric acid","HMDB0000289","1175","17775","C00366","88","O=C1NC2=C(N1)C(=O)NC(=O)N2",1
"urea","533","Amino Acid","Urea cycle; Arginine and Proline Metabolism","urea",1143,"HMDB0000294",1176,"C00086",1.39033842062296,0.309367395044204,0.00035683904773121,0.304757737025661,0.304343766908356,0.0555252794722268,0.0106995416143645,0.278691296278076,"HMDB0000294","Urea","HMDB0000294","1176","16199","C00086","6","NC(N)=O",1
"valine","566","Amino Acid","Leucine, Isoleucine and Valine Metabolism","valine",6050,"HMDB0000883",6287,"C00183",1.04094244788916,0.0901134260980236,0.00128192212158021,0.0937918257987921,0.0777571569519527,0.0455439799081433,0.0248302090755942,1,"HMDB0000883","L-Valine","HMDB0000883","6287","16414","C00183","5842","CC(C)[C@H](N)C(O)=O",1
