"Query","Entrez","Symbol","Name","Comment"
"TMEM219","124446","TMEM219","transmembrane protein 219","1"
"NAXE","128240","NAXE","NAD(P)HX epimerase","1"
"VSNL1","7447","VSNL1","visinin like 1","1"
"BEX1","55859","BEX1","brain expressed X-linked 1","1"
"EPDR1","54749","EPDR1","ependymin related 1","1"
"SLC16A1-AS1","100506392","SLC16A1-AS1","SLC16A1 antisense RNA 1","1"
"USP11","8237","USP11","ubiquitin specific peptidase 11","1"
"BNIP3","664","BNIP3","BCL2 interacting protein 3","1"
"NFKBIE","4794","NFKBIE","NFKB inhibitor epsilon","1"
"INSYN1","388135","INSYN1","inhibitory synaptic factor 1","1"
"SAP18","10284","SAP18","Sin3A associated protein 18","1"
"PRDX5","25824","PRDX5","peroxiredoxin 5","1"
"MAP1LC3A","84557","MAP1LC3A","microtubule associated protein 1 light chain 3 alpha","1"
"CHN1","1123","CHN1","chimerin 1","1"
"SNHG29","125144","SNHG29","small nucleolar RNA host gene 29","1"
"ENDOG","2021","ENDOG","endonuclease G","1"
"DGCR6L","85359","DGCR6L","DiGeorge syndrome critical region gene 6 like","1"
"NNAT","4826","NNAT","neuronatin","1"
"HCRTR1","3061","HCRTR1","hypocretin receptor 1","1"
"BEX3","27018","BEX3","brain expressed X-linked 3","1"
"BLOC1S3","388552","BLOC1S3","biogenesis of lysosomal organelles complex 1 subunit 3","1"
"RHNO1","83695","RHNO1","RAD9-HUS1-RAD1 interacting nuclear orphan 1","1"
"CENPX","201254","CENPX","centromere protein X","1"
"CHRM1","1128","CHRM1","cholinergic receptor muscarinic 1","1"
"EIF6","3692","EIF6","eukaryotic translation initiation factor 6","1"
"RPL18A","6142","RPL18A","ribosomal protein L18a","1"
"SPATA2","9825","SPATA2","spermatogenesis associated 2","1"
"CD81","975","CD81","CD81 molecule","1"
"CSNK2B","1460","CSNK2B","casein kinase 2 beta","1"
"PFDN2","5202","PFDN2","prefoldin subunit 2","1"
"C17orf49","124944","C17orf49","chromosome 17 open reading frame 49","1"
"BRF2","55290","BRF2","BRF2 RNA polymerase III transcription initiation factor subunit","1"
"PRADC1","84279","PRADC1","protease associated domain containing 1","1"
"EID1","23741","EID1","EP300 interacting inhibitor of differentiation 1","1"
"STX1B","112755","STX1B","syntaxin 1B","1"
"ORMDL3","94103","ORMDL3","ORMDL sphingolipid biosynthesis regulator 3","1"
"CBX4","8535","CBX4","chromobox 4","1"
"CEBPB","1051","CEBPB","CCAAT enhancer binding protein beta","1"
"UQCRB","7381","UQCRB","ubiquinol-cytochrome c reductase binding protein","1"
"MAD2L1","4085","MAD2L1","mitotic arrest deficient 2 like 1","1"
"HIST3H2A","NA","NA","NA","0"
"BUB3","9184","BUB3","BUB3 mitotic checkpoint protein","1"
"DUSP28","285193","DUSP28","dual specificity phosphatase 28","1"
"PMVK","10654","PMVK","phosphomevalonate kinase","1"
"SLC8A3","6547","SLC8A3","solute carrier family 8 member A3","1"
"DRAP1","10589","DRAP1","DR1 associated protein 1","1"
"CAPNS1","826","CAPNS1","calpain small subunit 1","1"
"PCSK1","5122","PCSK1","proprotein convertase subtilisin/kexin type 1","1"
"EIF5A2","56648","EIF5A2","eukaryotic translation initiation factor 5A2","1"
"SRP14","6727","SRP14","signal recognition particle 14","1"
"CTSD","1509","CTSD","cathepsin D","1"
"NDUFA8","4702","NDUFA8","NADH:ubiquinone oxidoreductase subunit A8","1"
"MRPS33","51650","MRPS33","mitochondrial ribosomal protein S33","1"
"EIF5A","1984","EIF5A","eukaryotic translation initiation factor 5A","1"
"CRIM1-DT","100288911","CRIM1-DT","CRIM1 divergent transcript","1"
"GPR12","2835","GPR12","G protein-coupled receptor 12","1"
"SYT5","6861","SYT5","synaptotagmin 5","1"
"SRSF8","10929","SRSF8","serine and arginine rich splicing factor 8","1"
"PCNA","5111","PCNA","proliferating cell nuclear antigen","1"
"BEX5","340542","BEX5","brain expressed X-linked 5","1"
"EID2","163126","EID2","EP300 interacting inhibitor of differentiation 2","1"
"TMSB10","9168","TMSB10","thymosin beta 10","1"
"ZFP92","139735","ZFP92","ZFP92 zinc finger protein","1"
"DCTN6","10671","DCTN6","dynactin subunit 6","1"
"MARCH4","NA","NA","NA","0"
"RPL26L1","51121","RPL26L1","ribosomal protein L26 like 1","1"
"CHMP1B","57132","CHMP1B","charged multivesicular body protein 1B","1"
"PPP2CA","5515","PPP2CA","protein phosphatase 2 catalytic subunit alpha","1"
"CLIP3","25999","CLIP3","CAP-Gly domain containing linker protein 3","1"
"VMA21","203547","VMA21","vacuolar ATPase assembly factor VMA21","1"
"NDUFA6","4700","NDUFA6","NADH:ubiquinone oxidoreductase subunit A6","1"
"RPRML","388394","RPRML","reprimo like","1"
"TMEM106C","79022","TMEM106C","transmembrane protein 106C","1"
"TRAPPC1","58485","TRAPPC1","trafficking protein particle complex 1","1"
"GMFB","2764","GMFB","glia maturation factor beta","1"
"TRIR","79002","TRIR","telomerase RNA component interacting RNase","1"
"AKT1S1","84335","AKT1S1","AKT1 substrate 1","1"
"RPL18","6141","RPL18","ribosomal protein L18","1"
"STMN2","11075","STMN2","stathmin 2","1"
"ZNF215","7762","ZNF215","zinc finger protein 215","1"
"SLC35A2","7355","SLC35A2","solute carrier family 35 member A2","1"
"DCTN3","11258","DCTN3","dynactin subunit 3","1"
"NDUFB10","4716","NDUFB10","NADH:ubiquinone oxidoreductase subunit B10","1"
"ZNF622","90441","ZNF622","zinc finger protein 622","1"
"RLIM","51132","RLIM","""ring finger protein, LIM domain interacting""","1"
"MAPK8IP2","23542","MAPK8IP2","mitogen-activated protein kinase 8 interacting protein 2","1"
"MRPL24","79590","MRPL24","mitochondrial ribosomal protein L24","1"
"C19orf53","28974","C19orf53","chromosome 19 open reading frame 53","1"
"TRMT112","51504","TRMT112","tRNA methyltransferase subunit 11-2","1"
"RPL29","6159","RPL29","ribosomal protein L29","1"
"ZNF576","79177","ZNF576","zinc finger protein 576","1"
"RPL41","6171","RPL41","ribosomal protein L41","1"
"PDCL3","79031","PDCL3","phosducin like 3","1"
"BCAS2","10286","BCAS2","BCAS2 pre-mRNA processing factor","1"
"TSPYL1","7259","TSPYL1","TSPY like 1","1"
"CALY","50632","CALY","calcyon neuron specific vesicular protein","1"
"NGB","58157","NGB","neuroglobin","1"
"PPEF1","5475","PPEF1","protein phosphatase with EF-hand domain 1","1"
"HSPA8","3312","HSPA8","heat shock protein family A (Hsp70) member 8","1"
"MFSD3","113655","MFSD3","major facilitator superfamily domain containing 3","1"
"TIMM10","26519","TIMM10","translocase of inner mitochondrial membrane 10","1"
"RPS15","6209","RPS15","ribosomal protein S15","1"
"PTRHD1","391356","PTRHD1","peptidyl-tRNA hydrolase domain containing 1","1"
"FAM210B","116151","FAM210B","family with sequence similarity 210 member B","1"
"SMIM26","388789","SMIM26","small integral membrane protein 26","1"
"PEBP1","5037","PEBP1","phosphatidylethanolamine binding protein 1","1"
"PPCDC","60490","PPCDC","phosphopantothenoylcysteine decarboxylase","1"
"C5orf24","134553","C5orf24","chromosome 5 open reading frame 24","1"
"RPP25L","138716","RPP25L","ribonuclease P/MRP subunit p25 like","1"
"MLF2","8079","MLF2","myeloid leukemia factor 2","1"
"DOLPP1","57171","DOLPP1","dolichyldiphosphatase 1","1"
"SURF2","6835","SURF2","surfeit 2","1"
"CAMK2N1","55450","CAMK2N1","calcium/calmodulin dependent protein kinase II inhibitor 1","1"
"STMN4","81551","STMN4","stathmin 4","1"
"MTLN","205251","MTLN","mitoregulin","1"
"DDT","1652","DDT","D-dopachrome tautomerase","1"
"COX8A","1351","COX8A","cytochrome c oxidase subunit 8A","1"
"FANCF","2188","FANCF","FA complementation group F","1"
"LRRC14","9684","LRRC14","leucine rich repeat containing 14","1"
"CUTA","51596","CUTA","cutA divalent cation tolerance homolog","1"
"DPM2","8818","DPM2","""dolichyl-phosphate mannosyltransferase subunit 2, regulatory""","1"
"THAP11","57215","THAP11","THAP domain containing 11","1"
"RAC3","5881","RAC3","Rac family small GTPase 3","1"
"TUBA4A","7277","TUBA4A","tubulin alpha 4a","1"
"SMG8","55181","SMG8","SMG8 nonsense mediated mRNA decay factor","1"
"TCEAL1","9338","TCEAL1","transcription elongation factor A like 1","1"
"RPLP2","6181","RPLP2","ribosomal protein lateral stalk subunit P2","1"
"PAFAH1B2","5049","PAFAH1B2","platelet activating factor acetylhydrolase 1b catalytic subunit 2","1"
"LSM2","57819","LSM2","""LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated""","1"
"HSPA13","6782","HSPA13","heat shock protein family A (Hsp70) member 13","1"
"INA","9118","INA","internexin neuronal intermediate filament protein alpha","1"
"ITM2B","9445","ITM2B","integral membrane protein 2B","1"
"SMDT1","91689","SMDT1","single-pass membrane protein with aspartate rich tail 1","1"
"F8A1","8263","F8A1","coagulation factor VIII associated 1","1"
"RCN1","5954","RCN1","reticulocalbin 1","1"
"SEC61G","23480","SEC61G","SEC61 translocon subunit gamma","1"
"PDP1","54704","PDP1","pyruvate dehyrogenase phosphatase catalytic subunit 1","1"
"MAGEL2","54551","MAGEL2","MAGE family member L2","1"
"ZNHIT1","10467","ZNHIT1","zinc finger HIT-type containing 1","1"
"STX18-AS1","100507266","STX18-AS1","STX18 antisense RNA 1 (head to head)","1"
"RPS14","6208","RPS14","ribosomal protein S14","1"
"TAF9B","51616","TAF9B","TATA-box binding protein associated factor 9b","1"
"COX14","84987","COX14","cytochrome c oxidase assembly factor COX14","1"
"CCKBR","887","CCKBR","cholecystokinin B receptor","1"
"STAR","6770","STAR","steroidogenic acute regulatory protein","1"
"RPL8","6132","RPL8","ribosomal protein L8","1"
"NUBP2","10101","NUBP2","nucleotide binding protein 2","1"
"PPP1R1A","5502","PPP1R1A","protein phosphatase 1 regulatory inhibitor subunit 1A","1"
"HTATSF1","27336","HTATSF1","HIV-1 Tat specific factor 1","1"
"THEM6","51337","THEM6","thioesterase superfamily member 6","1"
"BEX2","84707","BEX2","brain expressed X-linked 2","1"
"FBXL16","146330","FBXL16","F-box and leucine rich repeat protein 16","1"
"RHOV","171177","RHOV","ras homolog family member V","1"
"PIGS","94005","PIGS","phosphatidylinositol glycan anchor biosynthesis class S","1"
"CCDC107","203260","CCDC107","coiled-coil domain containing 107","1"
"KPNA2","3838","KPNA2","karyopherin subunit alpha 2","1"
"MRPL12","6182","MRPL12","mitochondrial ribosomal protein L12","1"
"MRPL51","51258","MRPL51","mitochondrial ribosomal protein L51","1"
"N4BP2","55728","N4BP2","NEDD4 binding protein 2","1"
"MAPK8IP1","9479","MAPK8IP1","mitogen-activated protein kinase 8 interacting protein 1","1"
"LGI2","55203","LGI2","leucine rich repeat LGI family member 2","1"
"OST4","100128731","OST4","""oligosaccharyltransferase complex subunit 4, non-catalytic""","1"
"DIRAS2","54769","DIRAS2","DIRAS family GTPase 2","1"
"UBXN10-AS1","101928017","UBXN10-AS1","UBXN10 antisense RNA 1","1"
"RPS5","6193","RPS5","ribosomal protein S5","1"
"TCIM","56892","TCIM","transcriptional and immune response regulator","1"
"SAMD1","90378","SAMD1","sterile alpha motif domain containing 1","1"
"MAD2L1BP","9587","MAD2L1BP","MAD2L1 binding protein","1"
"PEX12","5193","PEX12","peroxisomal biogenesis factor 12","1"
"JMJD8","339123","JMJD8","jumonji domain containing 8","1"
"PSENEN","55851","PSENEN","""presenilin enhancer, gamma-secretase subunit""","1"
"EAF1","85403","EAF1","ELL associated factor 1","1"
"THAP1","55145","THAP1","THAP domain containing 1","1"
"H3F3A","NA","NA","NA","0"
"SELENOK","58515","SELENOK","selenoprotein K","1"
"PNRC1","10957","PNRC1","proline rich nuclear receptor coactivator 1","1"
"GDI1","2664","GDI1","GDP dissociation inhibitor 1","1"
"ATXN7L3","56970","ATXN7L3","ataxin 7 like 3","1"
"DCK","1633","DCK","deoxycytidine kinase","1"
"SMIM13","221710","SMIM13","small integral membrane protein 13","1"
"MRPL40","64976","MRPL40","mitochondrial ribosomal protein L40","1"
"MYL6B","140465","MYL6B","myosin light chain 6B","1"
"RPL3","6122","RPL3","ribosomal protein L3","1"
"C1QBP","708","C1QBP","complement C1q binding protein","1"
"PCP4","5121","PCP4","Purkinje cell protein 4","1"
"PSMB10","5699","PSMB10","proteasome 20S subunit beta 10","1"
"LIN7C","55327","LIN7C","""lin-7 homolog C, crumbs cell polarity complex component""","1"
"CDCA5","113130","CDCA5","cell division cycle associated 5","1"
"ATP5MF","9551","ATP5MF","ATP synthase membrane subunit f","1"
"ATP5MC1","516","ATP5MC1","ATP synthase membrane subunit c locus 1","1"
"TIMM8A","1678","TIMM8A","translocase of inner mitochondrial membrane 8A","1"
"TSSC4","10078","TSSC4","tumor suppressing subtransferable candidate 4","1"
"FEM1B","10116","FEM1B","fem-1 homolog B","1"
"MRPL44","65080","MRPL44","mitochondrial ribosomal protein L44","1"
"SEC61B","10952","SEC61B","SEC61 translocon subunit beta","1"
"PRSS36","146547","PRSS36","serine protease 36","1"
"SNCG","6623","SNCG","synuclein gamma","1"
"APEX1","328","APEX1","apurinic/apyrimidinic endodeoxyribonuclease 1","1"
"CPLX1","10815","CPLX1","complexin 1","1"
"ATF5","22809","ATF5","activating transcription factor 5","1"
"IDS","3423","IDS","iduronate 2-sulfatase","1"
"OTUD1","220213","OTUD1","OTU deubiquitinase 1","1"
"COPS9","150678","COPS9","COP9 signalosome subunit 9","1"
"PMM1","5372","PMM1","phosphomannomutase 1","1"
"RPL4","6124","RPL4","ribosomal protein L4","1"
"MAP1B","4131","MAP1B","microtubule associated protein 1B","1"
"RNF213-AS1","100294362","RNF213-AS1","RNF213 antisense RNA 1","1"
"BHLHE40","8553","BHLHE40","basic helix-loop-helix family member e40","1"
"PSMC3","5702","PSMC3","""proteasome 26S subunit, ATPase 3""","1"
"CENPB","1059","CENPB","centromere protein B","1"
"SCO2","9997","SCO2","synthesis of cytochrome C oxidase 2","1"
"POLR2J","5439","POLR2J","RNA polymerase II subunit J","1"
"ACP2","53","ACP2","""acid phosphatase 2, lysosomal""","1"
"RPL13","6137","RPL13","ribosomal protein L13","1"
"PFDN6","10471","PFDN6","prefoldin subunit 6","1"
"RPLP0","6175","RPLP0","ribosomal protein lateral stalk subunit P0","1"
"ACTB","60","ACTB","actin beta","1"
"PPP2R1A","5518","PPP2R1A","protein phosphatase 2 scaffold subunit Aalpha","1"
"EXOC8","149371","EXOC8","exocyst complex component 8","1"
"S100A6","6277","S100A6","S100 calcium binding protein A6","1"
"HEXIM1","10614","HEXIM1","HEXIM P-TEFb complex subunit 1","1"
"LSM14B","149986","LSM14B","LSM family member 14B","1"
"TMEM126A","84233","TMEM126A","transmembrane protein 126A","1"
"FIS1","51024","FIS1","""fission, mitochondrial 1""","1"
"EEF1A1","1915","EEF1A1","eukaryotic translation elongation factor 1 alpha 1","1"
"LAMTOR2","28956","LAMTOR2","""late endosomal/lysosomal adaptor, MAPK and MTOR activator 2""","1"
"AF106564.1","NA","NA","NA","0"
"NDUFA4","4697","NDUFA4","NDUFA4 mitochondrial complex associated","1"
"KCNA2","3737","KCNA2","potassium voltage-gated channel subfamily A member 2","1"
"RPL14","9045","RPL14","ribosomal protein L14","1"
"MRPL36","64979","MRPL36","mitochondrial ribosomal protein L36","1"
"VAMP1","6843","VAMP1","vesicle associated membrane protein 1","1"
"XBP1","7494","XBP1","X-box binding protein 1","1"
"COX4I1","1327","COX4I1","cytochrome c oxidase subunit 4I1","1"
"NUDT4","11163","NUDT4","nudix hydrolase 4","1"
"CU633906.5","NA","NA","NA","0"
"RPL28","6158","RPL28","ribosomal protein L28","1"
"ZNF428","126299","ZNF428","zinc finger protein 428","1"
"SCN3B","55800","SCN3B","sodium voltage-gated channel beta subunit 3","1"
"CYGB","114757","CYGB","cytoglobin","1"
"IDI1","3422","IDI1","isopentenyl-diphosphate delta isomerase 1","1"
"STMN1","3925","STMN1","stathmin 1","1"
"OCEL1","79629","OCEL1","occludin/ELL domain containing 1","1"
"RND1","27289","RND1","Rho family GTPase 1","1"
"LKAAEAR1","198437","LKAAEAR1","LKAAEAR motif containing 1","1"
"NACAD","23148","NACAD","NAC alpha domain containing","1"
"MPV17L2","84769","MPV17L2","MPV17 mitochondrial inner membrane protein like 2","1"
"AASDHPPT","60496","AASDHPPT","aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase","1"
"ATP5PF","522","ATP5PF","ATP synthase peripheral stalk subunit F6","1"
"HPCA","3208","HPCA","hippocalcin","1"
"PSMB6","5694","PSMB6","proteasome 20S subunit beta 6","1"
"TSC22D3","1831","TSC22D3","TSC22 domain family member 3","1"
"HSP90B1","7184","HSP90B1","heat shock protein 90 beta family member 1","1"
"ANKRD34C","390616","ANKRD34C","ankyrin repeat domain 34C","1"
"RGS14","10636","RGS14","regulator of G protein signaling 14","1"
"ASIC2","40","ASIC2","acid sensing ion channel subunit 2","1"
"THAP7","80764","THAP7","THAP domain containing 7","1"
"DAZAP2","9802","DAZAP2","DAZ associated protein 2","1"
"LDHB","3945","LDHB","lactate dehydrogenase B","1"
"CDIP1","29965","CDIP1","cell death inducing p53 target 1","1"
"H2AFV","NA","NA","NA","0"
"RPS13","6207","RPS13","ribosomal protein S13","1"
"FKBP8","23770","FKBP8","FKBP prolyl isomerase 8","1"
"RASD1","51655","RASD1","ras related dexamethasone induced 1","1"
"PEG10","23089","PEG10","paternally expressed 10","1"
"NME1","4830","NME1","NME/NM23 nucleoside diphosphate kinase 1","1"
"ZCCHC12","170261","ZCCHC12","zinc finger CCHC-type containing 12","1"
"DUSP6","1848","DUSP6","dual specificity phosphatase 6","1"
"FSCN1","6624","FSCN1","fascin actin-bundling protein 1","1"
"TUBA1A","7846","TUBA1A","tubulin alpha 1a","1"
"PET100","100131801","PET100","PET100 cytochrome c oxidase chaperone","1"
"ADAP1","11033","ADAP1","ArfGAP with dual PH domains 1","1"
"TMEM97","27346","TMEM97","transmembrane protein 97","1"
"ATOX1","475","ATOX1","antioxidant 1 copper chaperone","1"
"KDM7A-DT","100134229","KDM7A-DT","KDM7A divergent transcript","1"
"NXT1","29107","NXT1","nuclear transport factor 2 like export factor 1","1"
"RPS16","6217","RPS16","ribosomal protein S16","1"
"HNRNPAB","3182","HNRNPAB","heterogeneous nuclear ribonucleoprotein A/B","1"
"FAU","2197","FAU","FAU ubiquitin like and ribosomal protein S30 fusion","1"
"STBD1","8987","STBD1","starch binding domain 1","1"
"SURF6","6838","SURF6","surfeit 6","1"
"COX7C","1350","COX7C","cytochrome c oxidase subunit 7C","1"
"ZMAT3","64393","ZMAT3","zinc finger matrin-type 3","1"
"CITED4","163732","CITED4","Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 4","1"
"HERPUD1","9709","HERPUD1","homocysteine inducible ER protein with ubiquitin like domain 1","1"
"RBP4","5950","RBP4","retinol binding protein 4","1"
"CASQ1","844","CASQ1","calsequestrin 1","1"
"NSMCE3","56160","NSMCE3","""NSE3 homolog, SMC5-SMC6 complex component""","1"
"ELOB","6923","ELOB","elongin B","1"
"CCNQ","92002","CCNQ","cyclin Q","1"
"ETS2","2114","ETS2","""ETS proto-oncogene 2, transcription factor""","1"
"C4orf48","401115","C4orf48","chromosome 4 open reading frame 48","1"
"NUDC","10726","NUDC","""nuclear distribution C, dynein complex regulator""","1"
"TRIM28","10155","TRIM28","tripartite motif containing 28","1"
"SVOP","55530","SVOP","SV2 related protein","1"
"HOPX","84525","HOPX","HOP homeobox","1"
"FKBPL","63943","FKBPL","FKBP prolyl isomerase like","1"
"RPL39","6170","RPL39","ribosomal protein L39","1"
"ZDHHC22","283576","ZDHHC22","zinc finger DHHC-type palmitoyltransferase 22","1"
"APEH","327","APEH","acylaminoacyl-peptide hydrolase","1"
"IFIT5","24138","IFIT5","interferon induced protein with tetratricopeptide repeats 5","1"
"RASL10A","10633","RASL10A","RAS like family 10 member A","1"
"GSTP1","2950","GSTP1","glutathione S-transferase pi 1","1"
"GJD2","57369","GJD2","gap junction protein delta 2","1"
"DCAF12L2","340578","DCAF12L2","DDB1 and CUL4 associated factor 12 like 2","1"
"RNF208","727800","RNF208","ring finger protein 208","1"
"PRDX1","5052","PRDX1","peroxiredoxin 1","1"
"NDUFA13","51079","NDUFA13","NADH:ubiquinone oxidoreductase subunit A13","1"
"FDX2","112812","FDX2","ferredoxin 2","1"
"PCBP1","5093","PCBP1","poly(rC) binding protein 1","1"
"TCEAL2","140597","TCEAL2","transcription elongation factor A like 2","1"
"SLC30A3","7781","SLC30A3","solute carrier family 30 member 3","1"
"ZNF587B","100293516","ZNF587B","zinc finger protein 587B","1"
"AURKAIP1","54998","AURKAIP1","aurora kinase A interacting protein 1","1"
"RPL23","9349","RPL23","ribosomal protein L23","1"
"UBQLN2","29978","UBQLN2","ubiquilin 2","1"
"CCN3","4856","CCN3","cellular communication network factor 3","1"
"C17orf58","284018","C17orf58","chromosome 17 open reading frame 58","1"
"CYP26B1","56603","CYP26B1","cytochrome P450 family 26 subfamily B member 1","1"
"RANBP1","5902","RANBP1","RAN binding protein 1","1"
"MAGED2","10916","MAGED2","MAGE family member D2","1"
"SC5D","6309","SC5D","sterol-C5-desaturase","1"
"ZNF319","57567","ZNF319","zinc finger protein 319","1"
"FOXO4","4303","FOXO4","forkhead box O4","1"
"ATRAID","51374","ATRAID","all-trans retinoic acid induced differentiation factor","1"
"ATF4","468","ATF4","activating transcription factor 4","1"
"RPS3A","6189","RPS3A","ribosomal protein S3A","1"
"LENG1","79165","LENG1","leukocyte receptor cluster member 1","1"
"PGAM5","192111","PGAM5","""PGAM family member 5, mitochondrial serine/threonine protein phosphatase""","1"
"SGTB","54557","SGTB","small glutamine rich tetratricopeptide repeat containing beta","1"
"NDUFB3","4709","NDUFB3","NADH:ubiquinone oxidoreductase subunit B3","1"
"RPLP1","6176","RPLP1","ribosomal protein lateral stalk subunit P1","1"
"CCDC71L","168455","CCDC71L","coiled-coil domain containing 71 like","1"
"MRPL20-AS1","148413","MRPL20-AS1","MRPL20 antisense RNA 1","1"
"FABP3","2170","FABP3","fatty acid binding protein 3","1"
"NDUFS6","4726","NDUFS6","NADH:ubiquinone oxidoreductase subunit S6","1"
"ATP5MC3","518","ATP5MC3","ATP synthase membrane subunit c locus 3","1"
"GAD1","2571","GAD1","glutamate decarboxylase 1","1"
"ATP5MD","84833","ATP5MD","ATP synthase membrane subunit DAPIT","1"
"RAMAC","83640","RAMAC","RNA guanine-7 methyltransferase activating subunit","1"
"RTN4R","65078","RTN4R","reticulon 4 receptor","1"
"EPOP","100170841","EPOP","elongin BC and polycomb repressive complex 2 associated protein","1"
"TCEAL6","158931","TCEAL6","transcription elongation factor A like 6","1"
"POLR2L","5441","POLR2L","RNA polymerase II subunit L","1"
"AF111167.2","NA","NA","NA","0"
"SCG2","7857","SCG2","secretogranin II","1"
"HBQ1","3049","HBQ1","hemoglobin subunit theta 1","1"
"MICOS13","125988","MICOS13","mitochondrial contact site and cristae organizing system subunit 13","1"
"HNRNPH2","3188","HNRNPH2","heterogeneous nuclear ribonucleoprotein H2","1"
"RPS4X","6191","RPS4X","ribosomal protein S4 X-linked","1"
"MGAT2","4247","MGAT2","""alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase""","1"
"LRRC29","26231","LRRC29","leucine rich repeat containing 29","1"
"ATP5IF1","93974","ATP5IF1","ATP synthase inhibitory factor subunit 1","1"
"DUBR","344595","DUBR","DPPA2 upstream binding RNA","1"
"TRAPPC5","126003","TRAPPC5","trafficking protein particle complex 5","1"
"PABPC1L2B","645974","PABPC1L2B","poly(A) binding protein cytoplasmic 1 like 2B","1"
"ANAPC11","51529","ANAPC11","anaphase promoting complex subunit 11","1"
"NPB","256933","NPB","neuropeptide B","1"
"ARL6IP4","51329","ARL6IP4","ADP ribosylation factor like GTPase 6 interacting protein 4","1"
"PRR7","80758","PRR7","""proline rich 7, synaptic""","1"
"MRPL47","57129","MRPL47","mitochondrial ribosomal protein L47","1"
"RPL10","6134","RPL10","ribosomal protein L10","1"
"TAGLN3","29114","TAGLN3","transgelin 3","1"
"ELK1","2002","ELK1","ETS transcription factor ELK1","1"
"HSP90AB1","3326","HSP90AB1","heat shock protein 90 alpha family class B member 1","1"
"NDUFB11","54539","NDUFB11","NADH:ubiquinone oxidoreductase subunit B11","1"
"UBL5","59286","UBL5","ubiquitin like 5","1"
"PCDH8","5100","PCDH8","protocadherin 8","1"
"MRPL54","116541","MRPL54","mitochondrial ribosomal protein L54","1"
"PCBD1","5092","PCBD1","pterin-4 alpha-carbinolamine dehydratase 1","1"
"BMI1","648","BMI1","""BMI1 proto-oncogene, polycomb ring finger""","1"
"SNHG32","50854","SNHG32","small nucleolar RNA host gene 32","1"
"TKT","7086","TKT","transketolase","1"
"ZFAND5","7763","ZFAND5","zinc finger AN1-type containing 5","1"
"ZNF468","90333","ZNF468","zinc finger protein 468","1"
"PHPT1","29085","PHPT1","phosphohistidine phosphatase 1","1"
"UBXN1","51035","UBXN1","UBX domain protein 1","1"
"WDR82","80335","WDR82","WD repeat domain 82","1"
"VIP","7432","VIP","vasoactive intestinal peptide","1"
"AP2S1","1175","AP2S1","adaptor related protein complex 2 subunit sigma 1","1"
"CKS1B","1163","CKS1B","CDC28 protein kinase regulatory subunit 1B","1"
"TGFBR3L","100507588","TGFBR3L","transforming growth factor beta receptor 3 like","1"
"PJA1","64219","PJA1","praja ring finger ubiquitin ligase 1","1"
"TXN","7295","TXN","thioredoxin","1"
"RPS23","6228","RPS23","ribosomal protein S23","1"
"MRPL52","122704","MRPL52","mitochondrial ribosomal protein L52","1"
"NME2","4831","NME2","NME/NM23 nucleoside diphosphate kinase 2","1"
"PTPMT1","114971","PTPMT1","protein tyrosine phosphatase mitochondrial 1","1"
"FTH1","2495","FTH1","ferritin heavy chain 1","1"
"NDUFS5","4725","NDUFS5","NADH:ubiquinone oxidoreductase subunit S5","1"
"TAC1","6863","TAC1","tachykinin precursor 1","1"
"KCNS1","3787","KCNS1","potassium voltage-gated channel modifier subfamily S member 1","1"
"TCEAL5","340543","TCEAL5","transcription elongation factor A like 5","1"
"NEFH","4744","NEFH","neurofilament heavy","1"
"H1FX","NA","NA","NA","0"
"SLC9A6","10479","SLC9A6","solute carrier family 9 member A6","1"
"ZNF593","51042","ZNF593","zinc finger protein 593","1"
"GAL3ST3","89792","GAL3ST3","galactose-3-O-sulfotransferase 3","1"
"TPT1","7178","TPT1","""tumor protein, translationally-controlled 1""","1"
"SLC9A3R2","9351","SLC9A3R2","SLC9A3 regulator 2","1"
"EXOSC5","56915","EXOSC5","exosome component 5","1"
"RPL11","6135","RPL11","ribosomal protein L11","1"
"PRXL2B","127281","PRXL2B","peroxiredoxin like 2B","1"
"RPS19","6223","RPS19","ribosomal protein S19","1"
"SOWAHB","345079","SOWAHB","sosondowah ankyrin repeat domain family member B","1"
"ROGDI","79641","ROGDI","rogdi atypical leucine zipper","1"
"UHMK1","127933","UHMK1","U2AF homology motif kinase 1","1"
"TMEM208","29100","TMEM208","transmembrane protein 208","1"
"PPDPF","79144","PPDPF","pancreatic progenitor cell differentiation and proliferation factor","1"
"TIMM8B","26521","TIMM8B","translocase of inner mitochondrial membrane 8 homolog B","1"
"FAM71E1","112703","FAM71E1","family with sequence similarity 71 member E1","1"
"RNF11","26994","RNF11","ring finger protein 11","1"
"CA3","761","CA3","carbonic anhydrase 3","1"
"VGF","7425","VGF","VGF nerve growth factor inducible","1"
"EEF1B2","1933","EEF1B2","eukaryotic translation elongation factor 1 beta 2","1"
"PHLDA2","7262","PHLDA2","pleckstrin homology like domain family A member 2","1"
"CFL2","1073","CFL2","cofilin 2","1"
"ATP5MC2","517","ATP5MC2","ATP synthase membrane subunit c locus 2","1"
"SOD2","6648","SOD2","superoxide dismutase 2","1"
