Genes diffrentially expressed between sleep and wakefulness in the cerebral cortex - FDR <1%; linear trend analysis for temporal pattern in gene expression - FDR <5%								
								

Affymetrix id	sleep	wake	category 	Gene name	Gene Symbol	Entrez Gene		
1448243_at	UP	No Change	2	N-ethylmaleimide sensitive fusion protein attachment protein alpha	Napa	108124		
1448260_at	UP	No Change	2	ubiquitin carboxy-terminal hydrolase L1	Uchl1	22223		
1448262_at	UP	No Change	2	"proteasome (prosome, macropain) subunit, beta type 2"	Psmb2	26445		
1448266_at	UP	No Change	2	endothelial differentiation-related factor 1	Edf1	59022		
1448274_at	UP	No Change	2	"complement component 1, q subcomponent binding protein"	C1qbp	12261		
1448300_at	UP	No Change	2	microsomal glutathione S-transferase 3	Mgst3	66447		
1448311_at	UP	No Change	2	ubiquitin specific peptidase 5 (isopeptidase T)	Usp5	22225		
1448312_at	UP	No Change	2	proprotein convertase subtilisin/kexin type 2	Pcsk2	18549		
1448330_at	UP	No Change	2	"glutathione S-transferase, mu 1"	Gstm1	14862		
1448333_at	UP	No Change	2	ADP-ribosylarginine hydrolase	Adprh	11544		
1448336_at	UP	No Change	2	developmentally regulated GTP binding protein 1	Drg1	13494		
1448351_at	UP	No Change	2	"coronin, actin binding protein 1B"	Coro1b	23789		
1448360_s_at	UP	No Change	2	angel homolog 2 (Drosophila)	Angel2	52477		
1448403_at	UP	No Change	2	leucyl-tRNA synthetase	Lars	107045		
1448424_at	UP	No Change	2	frizzled-related protein	Frzb	20378		
1448446_at	UP	No Change	2	deformed epidermal autoregulatory factor 1 (Drosophila)	Deaf1	54006		
1448465_at	UP	No Change	2	4-nitrophenylphosphatase domain and non-neuronal SNAP25-like protein homolog 1 (C. elegans)	Nipsnap1	18082		
1448491_at	UP	No Change	2	"enoyl coenzyme A hydratase 1, peroxisomal"	Ech1	51798		
1448497_at	UP	No Change	2	"excision repair cross-complementing rodent repair deficiency, complementation group 3"	Ercc3	13872		
1448498_at	UP	No Change	2	"ribosomal protein S6 kinase, polypeptide 4"	Rps6ka4	56613		
1448559_at	UP	No Change	2	flotillin 1	Flot1	14251		
1448567_at	UP	No Change	2	expressed sequence C78915	C78915	56395		
1448597_at	UP	No Change	2	"cleavage stimulation factor, 3' pre-RNA, subunit 1"	Cstf1	67337		
1448621_a_at	UP	No Change	2	"sphingomyelin phosphodiesterase 1, acid lysosomal"	Smpd1	20597		
1448628_at	UP	No Change	2	secretogranin III	Scg3	20255		
1448632_at	UP	No Change	2	"proteasome (prosome, macropain) subunit, beta type 10"	Psmb10	19171		
1448637_at	UP	No Change	2	"mediator of RNA polymerase II transcription, subunit 25 homolog (yeast)"	Med25	75613		
1448644_at	UP	No Change	2	penta-EF hand domain containing 1	Pef1	67898		
1448676_at	UP	No Change	2	"calcium/calmodulin-dependent protein kinase II, beta"	Camk2b	12323		
1448685_at	UP	No Change	2	RIKEN cDNA 2900010M23 gene	2900010M23Rik	67267		
1448699_at	UP	No Change	2	mitochondrial ribosomal protein L54	Mrpl54	66047		
1448705_at	UP	No Change	2	zinc finger protein 297	Zfp297	81630		
1448739_x_at	UP	No Change	2	ribosomal protein S18	Rps18	20084		
1448765_at	UP	No Change	2	Fyn proto-oncogene	Fyn	14360		
1448774_at	UP	No Change	2	stomatin (Epb7.2)-like 2	Stoml2	66592		
1448784_at	UP	No Change	2	"TAF10 RNA polymerase II, TATA box binding protein (TBP)-associated factor"	Taf10	24075		
1448790_at	UP	No Change	2	"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6B"	Sema6b	20359		
1448808_a_at	UP	No Change	2	"expressed in non-metastatic cells 2, protein"	Nme2	18103		
1448811_at	UP	No Change	2	mitochondrial ribosomal protein L2	Mrpl2	27398		
1448846_a_at	UP	No Change	2	ribosomal protein L29 /// similar to ribosomal protein /// similar to ribosomal protein /// similar to 60S ribosomal protein L29 /// similar to ribosomal protein /// similar to ribosomal protein	Rpl29 /// LOC240367 /// LOC433350 /// LOC433383 /// LOC433706 /// LOC433941	19944 /// 240367 /// 433350 /// 433383 /// 433706 /// 433941		
1448883_at	UP	No Change	2	legumain	Lgmn	19141		
1448897_at	UP	No Change	2	"makorin, ring finger protein, 2"	Mkrn2	67027		
1448901_at	UP	No Change	2	carboxypeptidase X 1 (M14 family)	Cpxm1	56264		
1448903_at	UP	No Change	2	selenoprotein	MGI:1927947	93684		
1448917_at	UP	No Change	2	thyroid hormone receptor associated protein 6	Thrap6	69790		
1448930_at	UP	No Change	2	RIKEN cDNA 3010026O09 gene	3010026O09Rik	68067		
1448934_at	UP	No Change	2	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 10	Ndufa10	67273		
1448956_at	UP	No Change	2	START domain containing 10	Stard10	56018		
1448967_at	UP	No Change	2	nipsnap homolog 3A (C. elegans)	Nipsnap3a	66536		
1448978_at	UP	No Change	2	neuronal guanine nucleotide exchange factor	Ngef	53972		
1448985_at	UP	No Change	2	dual specificity phosphatase 22	Dusp22	105352		
1448989_a_at	UP	No Change	2	myosin IB	Myo1b	17912		
1449002_at	UP	No Change	2	"pleckstrin homology-like domain, family A, member 3"	Phlda3	27280		
1449043_at	UP	No Change	2	"N-acetyl galactosaminidase, alpha"	Naga	17939		
1449054_a_at	UP	No Change	2	poly(rC) binding protein 4	Pcbp4	59092		
1449070_x_at	UP	No Change	2	adenomatosis polyposis coli down-regulated 1	Apcdd1	494504		
1449150_at	UP	No Change	2	RIKEN cDNA A930040G15 gene	A930040G15Rik	77827		
1449162_at	UP	No Change	2	"processing of precursor 7, ribonuclease P family, (S. cerevisiae)"	Pop7	74097		
1449181_at	UP	No Change	2	ferrochelatase	Fech	14151		
1449189_at	UP	No Change	2	cDNA sequence BC003266	BC003266	80284		
1449225_a_at	UP	No Change	2	mitogen-activated protein kinase 8 interacting protein 2	Mapk8ip2	60597		
1449246_at	UP	No Change	2	Rap2 interacting protein	Rap2ip	51799		
1449248_at	UP	No Change	2	chloride channel 2	Clcn2	12724		
1449255_a_at	UP	No Change	2	ribosomal protein L15	Rpl15	66480		
1449256_a_at	UP	No Change	2	"RAB11a, member RAS oncogene family"	Rab11a	53869		
1449302_at	UP	No Change	2	"ATP-binding cassette, sub-family A (ABC1), member 2"	Abca2	11305		
1449304_at	UP	No Change	2	RIKEN cDNA 2310061J03 gene	2310061J03Rik	66391		
1449318_at	UP	No Change	2	"tubulin, gamma 2"	Tubg2	103768		
1449323_a_at	UP	No Change	2	ribosomal protein L3	Rpl3	27367		
1449355_a_at	UP	No Change	2	epidermal growth factor receptor pathway substrate 15-like 1	Eps15l1	13859		
1449364_at	UP	No Change	2	aurora kinase C	Aurkc	20871		
1449401_at	UP	No Change	2	"complement component 1, q subcomponent, gamma polypeptide"	C1qg	12262		
1449518_at	UP	No Change	2	glutaminyl-peptide cyclotransferase-like	Qpctl	67369		
1449544_a_at	UP	No Change	2	"potassium voltage-gated channel, subfamily H (eag-related), member 2"	Kcnh2	16511		
1449694_s_at	UP	No Change	2	COMM domain containing 5	Commd5	66398		
1449711_at	UP	No Change	2	"ATPase, H+ transporting, V1 subunit E isoform 1"	Atp6v1e1	11973		
1449712_s_at	UP	No Change	2	"ATPase, H+ transporting, V1 subunit E isoform 1"	Atp6v1e1	11973		
1449839_at	UP	No Change	2	caspase 3	Casp3	12367		
1450062_a_at	UP	No Change	2	"melanoma antigen, family D, 1"	Maged1	94275		
1450080_at	UP	No Change	2	CAAX box 1 homolog C (human)	Cxx1c	72865		
1450150_a_at	UP	No Change	2	ribosomal protein L13	Rpl13	270106		
1450324_a_at	UP	No Change	2	RIKEN cDNA 4930521E07 gene	4930521E07Rik	67590		
1450370_a_at	UP	No Change	2	Kv channel interacting protein 4	Kcnip4	80334		
1450372_a_at	UP	No Change	2	ribosomal protein L18	Rpl18	19899		
1450391_a_at	UP	No Change	2	monoglyceride lipase	Mgll	23945		
1450393_a_at	UP	No Change	2	secretory carrier membrane protein 4	Scamp4	56214		
1450468_at	UP	No Change	2	myocilin	Myoc	17926		
1450519_a_at	UP	No Change	2	"protein kinase, cAMP dependent, catalytic, alpha"	Prkaca	18747		
1450628_at	UP	No Change	2	"solute carrier family 2, (facilitated glucose transporter), member 8"	Slc2a8	56017		
1450629_at	UP	No Change	2	"DNA segment, Chr 15, ERATO Doi 366, expressed"	D15Ertd366e	65970		
1450683_at	UP	No Change	2	transgelin 3	Tagln3	56370		
1450713_at	UP	No Change	2	chondroitin sulfate proteoglycan 5	Cspg5	29873		
1450746_at	UP	No Change	2	kelch-like ECH-associated protein 1	Keap1	50868		
1450747_at	UP	No Change	2	kelch-like ECH-associated protein 1	Keap1	50868		
1450765_a_at	UP	No Change	2	"phosphodiesterase 6H, cGMP-specific, cone, gamma"	Pde6h	78600		
1450784_at	UP	No Change	2	reversion-inducing-cysteine-rich protein with kazal motifs	Reck	53614		
1450814_a_at	UP	No Change	2	importin 4	Ipo4	75751		
1450835_a_at	UP	No Change	2	glial cell line derived neurotrophic factor family receptor alpha 4	Gfra4	14588		
1450866_a_at	UP	No Change	2	mitochondrial ribosomal protein L17	Mrpl17	27397		
1450880_at	UP	No Change	2	mitochondrial ribosomal protein L16	Mrpl16	94063		
1450894_a_at	UP	No Change	2	"adaptor protein complex AP-2, mu1"	Ap2m1	11773		
1450914_at	UP	No Change	2	"protein phosphatase 1, regulatory (inhibitor) subunit 14B"	Ppp1r14b	18938		
1450927_at	UP	No Change	2	"leucine-zipper-like transcriptional regulator, 1"	Lztr1	66863		
1450957_a_at	UP	No Change	2	sequestosome 1	Sqstm1	18412		
1450961_a_at	UP	No Change	2	transcription elongation factor A (SII)-like 3 /// hypothetical LOC331528 /// transcription elongation factor A (SII)-like 5 /// transcription elongation factor A (SII)-like 3	Tceal3 /// LOC331528 /// Tceal5 /// LOC594844	331528 /// 331532 /// 594844 /// 66104		
1450968_at	UP	No Change	2	"ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1"	Uqcrfs1	66694		
1450969_at	UP	No Change	2	"propionyl Coenzyme A carboxylase, beta polypeptide"	Pccb	66904		
1451002_at	UP	No Change	2	"aconitase 2, mitochondrial"	Aco2	11429		
1451017_at	UP	No Change	2	serologically defined breast cancer antigen 84	Sdbcag84	66366		
1451035_a_at	UP	No Change	2	"aldo-keto reductase family 1, member A4 (aldehyde reductase)"	Akr1a4	58810		
1451076_s_at	UP	No Change	2	dendritic cell protein GA17	Ga17	98221		
1451096_at	UP	No Change	2	NADH dehydrogenase (ubiquinone) Fe-S protein 2	Ndufs2	226646		
1451148_at	UP	No Change	2	PTEN induced putative kinase 1	Pink1	68943		
1451149_at	UP	No Change	2	phosphoglucomutase 2	Pgm2	72157		
1451185_at	UP	No Change	2	"splicing factor 3b, subunit 5"	Sf3b5	66125		
1451211_a_at	UP	No Change	2	ligatin	Lgtn	16865		
1451224_at	UP	No Change	2	secretory carrier membrane protein 5	Scamp5	56807		
1451242_a_at	UP	No Change	2	"protein phosphatase 5, catalytic subunit"	Ppp5c	19060		
1451286_s_at	UP	No Change	2	"fusion, derived from t(12;16) malignant liposarcoma (human)"	Fus	233908		
1451290_at	UP	No Change	2	microtubule-associated protein 1 light chain 3 alpha	Map1lc3a	66734		
1451291_at	UP	No Change	2	RIKEN cDNA 2610036N15 gene	2610036N15Rik	69917		
1451309_at	UP	No Change	2	Rho GTPase activating protein 1	Arhgap1	228359		
1451312_at	UP	No Change	2	NADH dehydrogenase (ubiquinone) Fe-S protein 7	Ndufs7	75406		
1451327_a_at	UP	No Change	2	transmembrane emp24 domain containing 1	Tmed1	17083		
1451328_at	UP	No Change	2	pecanex-like 3 (Drosophila)	Pcnxl3	104401		
1451338_at	UP	No Change	2	nischarin	Nisch	64652		
1451366_at	UP	No Change	2	"COP9 (constitutive photomorphogenic) homolog, subunit 6 (Arabidopsis thaliana)"	Cops6	26893		
1451377_a_at	UP	No Change	2	"achalasia, adrenocortical insufficiency, alacrimia"	Aaas	223921		
1451380_at	UP	No Change	2	"zinc finger, FYVE domain containing 19"	Zfyve19	72008		
1451398_at	UP	No Change	2	cDNA sequence BC009118	BC009118	234309		
1451421_a_at	UP	No Change	2	leucine zipper domain protein	MGI:1913299	66049		
1451427_a_at	UP	No Change	2	EGF-like domain 7	Egfl7	353156		
1451431_a_at	UP	No Change	2	"DNA segment, Chr 2, Brigham & Women's Genetics 0891 expressed"	D2Bwg0891e	52840		
1451462_a_at	UP	No Change	2	interferon (alpha and beta) receptor 2	Ifnar2	15976		
1451469_at	UP	No Change	2	RIKEN cDNA B430108F07 gene	B430108F07Rik	78519		
1451503_at	UP	No Change	2	nucleolar protein 3 (apoptosis repressor with CARD domain)	Nol3	78688		
1451529_at	UP	No Change	2	"small glutamine-rich tetratricopeptide repeat (TPR)-containing, beta"	Sgtb	218544		
1451558_at	UP	No Change	2	"F-box and WD-40 domain protein 7, archipelago homolog (Drosophila)"	Fbxw7	50754		
1451566_at	UP	No Change	2	cDNA sequence BC005471	BC005471	235050		
1451643_a_at	UP	No Change	2	"RAB4B, member RAS oncogene family"	Rab4b	19342		
1451665_a_at	UP	No Change	2	"adaptor-related protein complex AP-4, sigma 1"	Ap4s1	11782		
1451722_s_at	UP	No Change	2	SET and MYND domain containing 5	Smyd5	232187		
1451724_at	UP	No Change	2	ankyrin repeat and MYND domain containing 2	Ankmy2	217473		
1451754_a_at	UP	No Change	2	WD repeat domain 45	Wdr45	54636		
1451782_a_at	UP	No Change	2	"solute carrier family 29 (nucleoside transporters), member 1"	Slc29a1	63959		
1451803_a_at	UP	No Change	2	vascular endothelial growth factor B	Vegfb	22340		
1451808_at	UP	No Change	2	"potassium inwardly-rectifying channel, subfamily J, member 4"	Kcnj4	16520		
1451814_a_at	UP	No Change	2	"HIV-1 tat interactive protein 2, homolog (human)"	Htatip2	53415		
1451908_a_at	UP	No Change	2	SEC14-like 1 (S. cerevisiae)	Sec14l1	74136		
1451918_a_at	UP	No Change	2	"loss of heterozygosity, 12, chromosomal region 1 homolog (human)"	Loh12cr1	67774		
1451936_a_at	UP	No Change	2	thioredoxin reductase 2	Txnrd2	26462		
1451943_a_at	UP	No Change	2	"protein phosphatase 1A, magnesium dependent, alpha isoform"	Ppm1a	19042		
1451981_at	UP	No Change	2	gene trap ROSA b-geo 22	Gtrgeo22	110012		
1452024_a_at	UP	No Change	2	LIM domain binding 1	Ldb1	16825		
1452056_s_at	UP	No Change	2	"protein phosphatase 3, catalytic subunit, alpha isoform"	Ppp3ca	19055		
1452062_at	UP	No Change	2	phosphoribosyl pyrophosphate synthetase-associated protein 2	Prpsap2	212627		
1452068_at	UP	No Change	2	N-acylsphingosine amidohydrolase (acid ceramidase)-like	Asahl	67111		
1452100_at	UP	No Change	2	Dullard homolog (Xenopus laevis)	Dullard	67181		
1452132_at	UP	No Change	2	RIKEN cDNA 0610007A15 gene	0610007A15Rik	68385		
1452134_at	UP	No Change	2	RIKEN cDNA 3010001K23 gene	3010001K23Rik	72392		
1452148_at	UP	No Change	2	low density lipoprotein receptor-related protein associated protein 1	Lrpap1	16976		
1452164_at	UP	No Change	2	cDNA sequence BC038286	BC038286	227298		
1452205_x_at	UP	No Change	2	"T-cell receptor beta, variable 13"	Tcrb-V13	269846		
1452216_at	UP	No Change	2	cDNA sequence BC025519	BC025519	223722		
1452230_at	UP	No Change	2	"DnaJ (Hsp40) homolog, subfamily C, member 10"	Dnajc10	66861		
1452235_at	UP	No Change	2	"mannosidase, alpha, class 1B, member 1"	Man1b1	227619		
1452248_at	UP	No Change	2	"pleckstrin homology domain containing, family G (with RhoGef domain) member 5"	Plekhg5	269608		
1452272_a_at	UP	No Change	2	"growth factor, erv1 (S. cerevisiae)-like (augmenter of liver regeneration)"	Gfer	11692		
1452380_at	UP	No Change	2	Eph receptor A7	Epha7	13841		
1452434_s_at	UP	No Change	2	DiGeorge syndrome critical region gene 6	Dgcr6	13353		
1452446_a_at	UP	No Change	2	RIKEN cDNA 2010008E23 gene	2010008E23Rik	72053		
1452457_a_at	UP	No Change	2	"protein kinase, AMP-activated, beta 1 non-catalytic subunit"	Prkab1	19079		
1452579_at	UP	No Change	2	NifU-like N-terminal domain containing	Nifun	66383		
1452584_at	UP	No Change	2	RIKEN cDNA 1500032L24 gene	1500032L24Rik	69029		
1452591_a_at	UP	No Change	2	RIKEN cDNA 2410018G20 gene	2410018G20Rik	72083		
1452600_at	UP	No Change	2	"TAF6-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor"	Taf6l	225895		
1452601_a_at	UP	No Change	2	acyl-Coenzyme A binding domain containing 6	Acbd6	72482		
1452609_at	UP	No Change	2	RIKEN cDNA 1190005I06 gene	1190005I06Rik	68918		
1452637_a_at	UP	No Change	2	bolA-like 1 (E. coli)	Bola1	69168		
1452661_at	UP	No Change	2	transferrin receptor	Tfrc	22042		
1452663_at	UP	No Change	2	RIKEN cDNA 1110030H18 gene	1110030H18Rik	68666		
1452670_at	UP	No Change	2	"myosin, light polypeptide 9, regulatory"	Myl9	98932		
1452674_a_at	UP	No Change	2	"eukaryotic translation initiation factor 3, subunit 12"	Eif3s12	73830		
1452701_x_at	UP	No Change	2	ubiquitin A-52 residue ribosomal protein fusion product 1	Uba52	22186		
1452726_a_at	UP	No Change	2	RIKEN cDNA 1110061L23 gene	1110061L23Rik	68845		
1452730_at	UP	No Change	2	RIKEN cDNA 1110033J19 gene	1110033J19Rik	66184		
1452736_at	UP	No Change	2	R3H domain and coiled-coil containing 1	R3hcc1	71843		
1452746_at	UP	No Change	2	ATPase type 13A2	Atp13a2	74772		
1452805_at	UP	No Change	2	"DNA segment, Chr 11, Wayne State University 47, expressed"	D11Wsu47e	276852		
1452825_at	UP	No Change	2	RIKEN cDNA 5330410G16 gene	5330410G16Rik	67937		
1452860_at	UP	No Change	2	F-box and leucine-rich repeat protein 17	Fbxl17	50758		
1452866_at	UP	No Change	2	asparaginyl-tRNA synthetase	Nars	70223		
1452917_at	UP	No Change	2	replication factor C (activator 1) 5	Rfc5	72151		
1452918_at	UP	No Change	2	"DNA segment, Chr 19, ERATO Doi 737, expressed"	D19Ertd737e	76539		
1452945_at	UP	No Change	2	RIKEN cDNA 2610020C11 gene	2610020C11Rik	72154		
1452952_at	UP	No Change	2	RIKEN cDNA 9030418K01 gene	9030418K01Rik	71532		
1452958_at	UP	No Change	2	RIKEN cDNA 2900006N09 gene	2900006N09Rik	72898		
1452984_at	UP	No Change	2	RIKEN cDNA 5730405I09 gene	5730405I09Rik	67974		
1453052_at	UP	No Change	2	RIKEN cDNA 3110005G23 gene	3110005G23Rik	73067		
1453093_at	UP	No Change	2	"RasGEF domain family, member 1C"	Rasgef1c	74563		
1453104_at	UP	No Change	2	mitogen activated protein kinase 1	Mapk1	26413		
1453156_s_at	UP	No Change	2	"zinc binding alcohol dehydrogenase, domain containing 1"	Zadh1	77219		
1453274_at	UP	No Change	2	RIKEN cDNA 1700039D13 gene	1700039D13Rik	73293		
1453285_at	UP	No Change	2	RIKEN cDNA 2600017H02 gene	2600017H02Rik	67020		
1453309_at	UP	No Change	2	RIKEN cDNA 9330179D12 gene	9330179D12Rik	77558		
1453342_at	UP	No Change	2	cell division cycle 40 homolog (yeast)	Cdc40	71713		
1453366_at	UP	No Change	2	tudor and KH domain containing protein	Tdrkh	72634		
1453374_at	UP	No Change	2	"zinc finger, A20 domain containing 2"	Za20d2	22682		
1453380_a_at	UP	No Change	2	RIKEN cDNA 2410012H02 gene	2410012H02Rik	68876		
1453412_a_at	UP	No Change	2	SEC14-like 1 (S. cerevisiae)	Sec14l1	74136		
1453428_at	UP	No Change	2	RIKEN cDNA 2700045P11 gene	2700045P11Rik	72555		
1453473_a_at	UP	No Change	2	t-complex testis expressed 1	Tctex1	21648		
1453562_a_at	UP	No Change	2	RIKEN cDNA 1110025F24 gene	1110025F24Rik	67824		
1453569_s_at	UP	No Change	2	MAP/microtubule affinity-regulating kinase 4	Mark4	232944		
1453570_x_at	UP	No Change	2	blocked early in transport 1 homolog (S. cerevisiae)-like	Bet1l	54399		
1453795_at	UP	No Change	2	fumarylacetoacetate hydrolase domain containing 2A	Fahd2a	68126		
1454614_at	UP	No Change	2	RIKEN cDNA 1810013D10 gene	1810013D10Rik	66278		
1454627_a_at	UP	No Change	2	ribosomal protein L29 /// similar to ribosomal protein /// similar to 60S ribosomal protein L29 /// similar to ribosomal protein /// similar to ribosomal protein	Rpl29 /// LOC433350 /// LOC433383 /// LOC433941 /// LOC545658	19944 /// 433350 /// 433383 /// 433941 /// 545658		
1454650_at	UP	No Change	2	tripartite motif-containing 35	Trim35	66854		
1454654_at	UP	No Change	2	disrupted in renal carcinoma 2 (human) /// similar to Disrupted in renal carcinoma 2	Dirc2 /// LOC547255	224132 /// 547255		
1454706_at	UP	No Change	2	UV radiation resistance associated gene	Uvrag	78610		
1454732_at	UP	No Change	2	BPY2 interacting protein 1	Bpy2ip1	270058		
1454748_at	UP	No Change	2	nicotinate phosphoribosyltransferase domain containing 1	Naprt1	223646		
1454765_at	UP	No Change	2	similar to General transcription factor 3C polypeptide 3 (Transcription factor IIIC-gamma subunit) (TF3C-gamma) (TFIIIC 102 kDa subunit) (TFIIIC102)	LOC227109	227109		
1454782_at	UP	No Change	2	brain-specific angiogenesis inhibitor 3	Bai3	210933		
1454792_s_at	UP	No Change	2	selenophosphate synthetase 1	Sephs1	109079		
1454805_at	UP	No Change	2	Wilms' tumour 1-associating protein	Wtap	60532		
1454810_s_at	UP	No Change	2	expressed sequence AI315068	AI315068	209018		
1454825_at	UP	No Change	2	RIKEN cDNA 1110014N23 gene	1110014N23Rik	68505		
1454836_at	UP	No Change	2	transmembrane protein 18	Tmem18	211986		
1454865_at	UP	No Change	2	"solute carrier family 9 (sodium/hydrogen exchanger), member 8"	Slc9a8	77031		
1454980_at	UP	No Change	2	"RIKEN cDNA 4930402E16 gene (4930402E16Rik), mRNA"	4930402E16Rik	319518		
1455047_at	UP	No Change	2	"F-box only protein 3, mRNA (cDNA clone MGC:7209 IMAGE:3482437)"	Fbxo3	57443		
1455051_at	UP	No Change	2	ring finger protein 31	Rnf31	268749		
1455069_x_at	UP	No Change	2	"solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 4"	Slc25a4	11739		
1455118_at	UP	No Change	2	"DNA segment, Chr 9, ERATO Doi 402, expressed"	D9Ertd402e	382117		
1455138_x_at	UP	No Change	2	"cofilin 1, non-muscle"	Cfl1	12631		
1455143_at	UP	No Change	2	neuroligin 2	Nlgn2	216856		
1455150_at	UP	No Change	2	"13 days embryo forelimb cDNA, RIKEN full-length enriched library, clone:5930438H13 product:unclassifiable, full insert sequence"	---	---		
1455152_at	UP	No Change	2	expressed sequence AI462493	AI462493	107197		
1455202_at	UP	No Change	2	"gene model 50, (NCBI)"	Gm50	215090		
1455207_at	UP	No Change	2	similar to RIKEN cDNA 2410017P09 gene	LOC544825	544825		
1455211_a_at	UP	No Change	2	translocase of inner mitochondrial membrane 13 homolog (yeast)	Timm13	30055		
1455235_x_at	UP	No Change	2	"lactate dehydrogenase 2, B chain"	Ldh2	16832		
1455236_x_at	UP	No Change	2	small EDRK-rich factor 2	Serf2	378702		
1455255_at	UP	No Change	2	RIKEN cDNA 4833420G11 gene	4833420G11Rik	108863		
1455269_a_at	UP	No Change	2	"coronin, actin binding protein 1A"	Coro1a	12721		
1455283_x_at	UP	No Change	2	NADH dehydrogenase (ubiquinone) Fe-S protein 8	Ndufs8	225887		
1455344_at	UP	No Change	2	expressed sequence AW494418	AW494418	99908		
1455348_x_at	UP	No Change	2	ribosomal protein L29 /// similar to ribosomal protein /// similar to 60S ribosomal protein L29 /// similar to ribosomal protein	Rpl29 /// LOC433350 /// LOC433383 /// LOC433941	19944 /// 433350 /// 433383 /// 433941		
1455352_at	UP	No Change	2	expressed sequence AU023006	AU023006	102683		
1455401_at	UP	No Change	2	"calcium/calmodulin-dependent protein kinase kinase 2, beta"	Camkk2	207565		
1455406_at	UP	No Change	2	"0 day neonate head cDNA, RIKEN full-length enriched library, clone:4833431M13 product:unclassifiable, full insert sequence"	---	---		
1455436_at	UP	No Change	2	"DIRAS family, GTP-binding RAS-like 2 /// similar to Di-Ras2"	Diras2 /// LOC544932	544932 /// 68203		
1455531_at	UP	No Change	2	RIKEN cDNA A930031D07 gene	A930031D07Rik	213006		
1455559_at	UP	No Change	2	RIKEN cDNA E330039K12 gene	E330039K12Rik	270109		
1455563_at	UP	No Change	2	DEAD (Asp-Glu-Ala-Asp) box polypeptide 49	Ddx49	234374		
1455798_at	UP	No Change	2	galactokinase 2	Galk2	69976		
1455847_at	UP	No Change	2	p21 (CDKN1A)-activated kinase 7	Pak7	241656		
1455868_a_at	UP	No Change	2	"tubulin, gamma complex associated protein 2"	Tubgcp2	74237		
1455937_at	UP	No Change	2	leucine rich repeat transmembrane neuronal 4	Lrrtm4	243499		
1456015_x_at	UP	No Change	2	NADH dehydrogenase (ubiquinone) flavoprotein 1	Ndufv1	17995		
1456081_a_at	UP	No Change	2	acetoacetyl-CoA synthetase	Aacs	78894		
1456161_at	UP	No Change	2	RIKEN cDNA 0610040B10 gene	0610040B10Rik	67672		
1456194_a_at	UP	No Change	2	"Parkinson disease (autosomal recessive, early onset) 7"	Park7	57320		
1456233_at	UP	No Change	2	Transcribed locus	---	---		
1456308_x_at	UP	No Change	2	tripartite motif protein 28	Trim28	21849		
1456377_x_at	UP	No Change	2	RIKEN cDNA 0610025L06 gene	0610025L06Rik	67803		
1456411_at	UP	No Change	2	RIKEN cDNA E430018M08 gene	E430018M08Rik	269955		
1456483_at	UP	No Change	2	zinc finger protein 9	Zfp9	22750		
1456497_x_at	UP	No Change	2	ribosomal protein S10	Rps10	67097		
1456517_at	UP	No Change	2	transmembrane protein 44	Tmem44	224090		
1456588_x_at	UP	No Change	2	"cytochrome c oxidase, subunit Vb"	Cox5b	12859		
1456616_a_at	UP	No Change	2	basigin	Bsg	12215		
1456630_x_at	UP	No Change	2	Son cell proliferation protein	Son	20658		
1456698_s_at	UP	No Change	2	heterogeneous nuclear ribonucleoprotein D-like	Hnrpdl	50926		
1456748_a_at	UP	No Change	2	4-nitrophenylphosphatase domain and non-neuronal SNAP25-like protein homolog 1 (C. elegans)	Nipsnap1	18082		
1456961_at	UP	No Change	2	enhancer of yellow 2 homolog (Drosophila)	Eny2	223527		
1457032_at	UP	No Change	2	---	---	---		
1457137_at	UP	No Change	2	"PREDICTED: Mus musculus hypothetical protein LOC (LOC545638), mRNA"	---	---		
1457341_at	UP	No Change	2	"Transcribed locus, moderately similar to XP_579758.1 PREDICTED: hypothetical protein XP_579758 [Rattus norvegicus]"	---	---		
1457490_at	UP	No Change	2	RIKEN cDNA B230218L05 gene	B230218L05Rik	330998		
1457736_at	UP	No Change	2	vacuolar protein sorting 37D (yeast)	Vps37d	194309		
1457918_at	UP	No Change	2	"Tumor necrosis factor, alpha-induced protein 2, mRNA (cDNA clone IMAGE:3709243)"	Tnfaip2	21928		
1457949_at	UP	No Change	2	Transcribed locus	---	---		
1458163_at	UP	No Change	2	cDNA sequence BC066028	BC066028	407812		
1458669_at	UP	No Change	2	Transcribed locus	---	---		
1459274_at	UP	No Change	2	"G protein-coupled receptor 135 (Gpr135), mRNA"	Gpr135	238252		
1459859_x_at	UP	No Change	2	chromatin accessibility complex 1	Chrac1	93696		
1459898_at	UP	No Change	2	suprabasin	MGI:2446326	282619		
1459994_x_at	UP	No Change	2	transferrin receptor 2	Trfr2	50765		
1460020_at	UP	No Change	2	ankyrin repeat domain 11	Ankrd11	77087		
1460169_a_at	UP	No Change	2	PCTAIRE-motif protein kinase 1	Pctk1	18555		
1460171_at	UP	No Change	2	"COP9 (constitutive photomorphogenic) homolog, subunit 5 (Arabidopsis thaliana)"	Cops5	26754		
